accidents NNS B-DATASET
chess VBP B-DATASET
chess NN B-DATASET
connect NN B-DATASET
connect NN B-DATASET
mushroom NN B-DATASET
mushroom NN B-DATASET
mushroom NN B-DATASET
pumsb NN B-DATASET
pumsb NN B-DATASET
pumsb NN B-DATASET
star NN OTHER
pumsb NN B-DATASET
star NN OTHER
 NN OTHER
. . OTHER

synthetic JJ OTHER
datasets NNS OTHER
and CC OTHER
two CD OTHER
real JJ OTHER
datasets NNS OTHER
: : OTHER
FDG-PET JJ B-DATASET
images1 NNP OTHER
 NNP OTHER
. . OTHER

We PRP OTHER
conduct VBP OTHER
experiments NNS OTHER
on IN OTHER
two CD OTHER
real JJ OTHER
datasets NNS OTHER
: : OTHER
FDG-PET JJ B-DATASET
and CC OTHER
Breast NNP B-DATASET
Cancer NNP I-DATASET
. . OTHER

In IN OTHER
this DT OTHER
experiment NN OTHER
, , OTHER
we PRP OTHER
use VBP OTHER
FDG-PET JJ B-DATASET
3D CD OTHER
images NNS OTHER
from IN OTHER
#number# NNP OTHER
Alzheimer’s NNP OTHER
disease NN OTHER
( : OTHER
AD NNP OTHER
) : OTHER
, , OTHER
#number# JJ OTHER
mild NN OTHER
cognitive JJ OTHER
impairment NN OTHER
( : OTHER
MCI NNP OTHER
) : OTHER
, , OTHER
and CC OTHER
#number# NNP OTHER
normal JJ OTHER
control NN OTHER
( : OTHER
NC NNP OTHER
) : OTHER
subjects NNS OTHER
downloaded VBD OTHER
from IN OTHER
the DT OTHER
Alzheimer’s NNS OTHER
disease VBP OTHER
neuroimaging VBG OTHER
initiative JJ OTHER
( NN OTHER
ADNI NNP OTHER
) NNP OTHER
database NN OTHER
. . OTHER

In IN OTHER
our PRP$ OTHER
study NN OTHER
, , OTHER
we PRP OTHER
compare VBP OTHER
diﬀerent JJ OTHER
methods NNS OTHER
in IN OTHER
distinguishFigure NNP OTHER
#number# NNP OTHER
: : OTHER
Subgraphs NNP OTHER
of IN OTHER
the DT OTHER
graph NN OTHER
built VBD OTHER
by IN OTHER
SICE NNP OTHER
on IN OTHER
FDG-PET JJ B-DATASET
dataset NN OTHER
, , OTHER
which WDT OTHER
consists NNS OTHER
of IN OTHER
#number# JJ OTHER
edges NNS OTHER
. . OTHER

Our PRP$ OTHER
results NNS OTHER
also RB OTHER
demonstrate VBP OTHER
the DT OTHER
beneﬁt JJ OTHER
of IN OTHER
simultaneous JJ OTHER
feature NN OTHER
grouping VBG OTHER
and CC OTHER
feature NN OTHER
selection NN OTHER
through IN OTHER
the DT OTHER
proposed VBN OTHER
non-convex JJ OTHER
Table NNP OTHER
#number# NNP OTHER
: : OTHER
Comparison NNP OTHER
of IN OTHER
classiﬁcation NN OTHER
accuracy NN OTHER
, , OTHER
sensitivity NN OTHER
, , OTHER
speciﬁcity NN OTHER
, , OTHER
degrees NNS OTHER
of IN OTHER
freedom NN OTHER
, , OTHER
and CC OTHER
the DT OTHER
number NN OTHER
of IN OTHER
nonzero NN OTHER
coeﬃcients NNS OTHER
averaged VBD OTHER
over IN OTHER
#number# JJ OTHER
replications NNS OTHER
for IN OTHER
various JJ OTHER
methods NNS OTHER
on IN OTHER
Breast NNP B-DATASET
Cancer NNP I-DATASET
dataset NN OTHER
. . OTHER

Figure NN OTHER
#number# NN OTHER
: : OTHER
A DT OTHER
subgraph NN OTHER
of IN OTHER
the DT OTHER
network NN OTHER
in IN OTHER
Breast NNP B-DATASET
Cancer NNP I-DATASET
dataset NN OTHER
#REF# -NONE- OTHER
. . OTHER

In IN OTHER
order NN OTHER
to TO OTHER
test NN OTHER
the DT OTHER
T NNP OTHER
S NNP OTHER
ranking NN OTHER
we PRP OTHER
have VBP OTHER
conducted VBN OTHER
a DT OTHER
set NN OTHER
of IN OTHER
experiments NNS OTHER
over IN OTHER
a DT OTHER
huge JJ OTHER
Twitter NNP B-DATASET
dataset NN OTHER
. . OTHER

We PRP OTHER
consider VBP OTHER
the DT OTHER
Twitter NNP B-DATASET
social JJ OTHER
graph NN OTHER
, , OTHER
where WRB OTHER
the DT OTHER
connections NNS OTHER
among IN OTHER
users NNS OTHER
are VBP OTHER
directed VBN OTHER
. . OTHER

Next JJ OTHER
, , OTHER
we PRP OTHER
create VBP OTHER
the DT OTHER
induced VBN OTHER
graph NN OTHER
Gk NNP OTHER
considering NN OTHER
all DT OTHER
the DT OTHER
nodes NNS OTHER
that WDT OTHER
have VBP OTHER
posted VBN OTHER
at IN OTHER
least JJS OTHER
a DT OTHER
tweet NN OTHER
with IN OTHER
one CD OTHER
hashtag NN OTHER
of IN OTHER
k. NNP OTHER
Over NNP OTHER
this DT OTHER
graph NN OTHER
we PRP OTHER
compute VBP OTHER
the DT OTHER
T NNP OTHER
S NNP OTHER
ranking NN OTHER
using VBG OTHER
a DT OTHER
time NN OTHER
window NN OTHER
of IN OTHER
one CD OTHER
day NN OTHER
( : OTHER
α : OTHER
= : OTHER
#number# JJ OTHER
, , OTHER
#number# JJ OTHER
seconds NNS OTHER
) : OTHER
in IN OTHER
Equation NNP OTHER
#number# NNP OTHER
and CC OTHER
d VBD OTHER
= CD OTHER
#number# -NONE- OTHER
in IN OTHER
Equation NNP OTHER
#number# NNP OTHER
, , OTHER
following VBG OTHER
the DT OTHER
original JJ OTHER
PageRank NNP OTHER
value NN OTHER
. . OTHER

We PRP OTHER
have VBP OTHER
tested VBN OTHER
other JJ OTHER
values NNS OTHER
and CC OTHER
they PRP OTHER
do VBP OTHER
not RB OTHER
change VB OTHER
the DT OTHER
results NNS OTHER
signiﬁcantly RB OTHER
. . OTHER

Our PRP$ OTHER
hypothesis NN OTHER
is VBZ OTHER
that IN OTHER
other JJ OTHER
measures NNS OTHER
of IN OTHER
inﬂuence NN OTHER
are VBP OTHER
not RB OTHER
suitable JJ OTHER
to TO OTHER
ﬁnd JJ OTHER
trendsetters NNS OTHER
because IN OTHER
they PRP OTHER
tend VBP OTHER
to TO OTHER
favor VB OTHER
nodes NNS OTHER
that WDT OTHER
do VBP OTHER
not RB OTHER
propose VB OTHER
new JJ OTHER
trends NNS OTHER
, , OTHER
but CC OTHER
follow RB OTHER
those DT OTHER
that WDT OTHER
are VBP OTHER
already RB OTHER
popular JJ OTHER
. . OTHER

To TO OTHER
test NN OTHER
this DT OTHER
, , OTHER
we PRP OTHER
grouped VBD OTHER
the DT OTHER
trends NNS OTHER
by IN OTHER
diﬀerent JJ OTHER
methodologies NNS OTHER
: : OTHER
ﬁrst JJ OTHER
we PRP OTHER
group NN OTHER
them PRP OTHER
by IN OTHER
categories NNS OTHER
related VBN OTHER
with IN OTHER
topics NNS OTHER
such JJ OTHER
as IN OTHER
music JJ OTHER
, , OTHER
sports NNS OTHER
, , OTHER
movies NNS OTHER
, , OTHER
etc. NNP OTHER
, , OTHER
next JJ OTHER
we PRP OTHER
grouped VBD OTHER
the DT OTHER
new JJ OTHER
adopters NNS OTHER
curve VBP OTHER
shape NN OTHER
. . OTHER

In IN OTHER
each DT OTHER
case NN OTHER
we PRP OTHER
compare VBP OTHER
the DT OTHER
T NNP OTHER
S NNP OTHER
ranking NN OTHER
with IN OTHER
In-Degree JJ OTHER
( NN OTHER
ID NNP OTHER
) NNP OTHER
ranking NN OTHER
#number# -NONE- OTHER
where WRB OTHER
nodes NNS OTHER
are VBP OTHER
sorted VBN OTHER
by IN OTHER
incoming NN OTHER
links NNS OTHER
; : OTHER
and CC OTHER
the DT OTHER
traditional JJ OTHER
Pagerank NNP OTHER
, , OTHER
P NNP OTHER
R. NNP OTHER
We NNP OTHER
also RB OTHER
quantify VB OTHER
the DT OTHER
followers NNS OTHER
inﬂuenced JJ OTHER
by IN OTHER
the DT OTHER
top JJ OTHER
users NNS OTHER
of IN OTHER
each DT OTHER
ranking VBG OTHER
and CC OTHER
we PRP OTHER
compute VBP OTHER
how WRB OTHER
similar JJ OTHER
are VBP OTHER
the DT OTHER
rankings NNS OTHER
under IN OTHER
study NN OTHER
. . OTHER

We PRP OTHER
have VBP OTHER
used VBN OTHER
a DT OTHER
dataset NN OTHER
containing VBG OTHER
almost RB OTHER
the DT OTHER
total JJ OTHER
information NN OTHER
in IN OTHER
Twitter NNP B-DATASET
until IN OTHER
August NNP OTHER
#number# NNP OTHER
. . OTHER

We PRP OTHER
have VBP OTHER
over IN OTHER
#number# JJ OTHER
millions NNS OTHER
users NNS OTHER
, , OTHER
with IN OTHER
all DT OTHER
their PRP$ OTHER
social JJ OTHER
connections NNS OTHER
( : OTHER
Followers NNS OTHER
and CC OTHER
Followees NNP OTHER
) NNP OTHER
and CC OTHER
approximately RB OTHER
#number# JJ OTHER
billions NNS OTHER
of IN OTHER
Tweets NNPS OTHER
. . OTHER

Note VB OTHER
that IN OTHER
diﬀerently JJ OTHER
from IN OTHER
other JJ OTHER
works NNS OTHER
that IN OTHER
use NN OTHER
a DT OTHER
big JJ OTHER
amount NN OTHER
of IN OTHER
tweets NNS OTHER
, , OTHER
we PRP OTHER
also RB OTHER
have VBP OTHER
the DT OTHER
complete JJ OTHER
social JJ OTHER
graph NN OTHER
, , OTHER
so RB OTHER
we PRP OTHER
do VBP OTHER
not RB OTHER
need VB OTHER
to TO OTHER
use VB OTHER
heuristics NNS OTHER
to TO OTHER
infer VB OTHER
it PRP OTHER
. . OTHER

A DT OTHER
detailed VBN OTHER
description NN OTHER
of IN OTHER
this DT OTHER
dataset NN OTHER
can MD OTHER
be VB OTHER
found VBN OTHER
in IN OTHER
#REF# NNP OTHER
. . OTHER

To TO OTHER
select VB OTHER
the DT OTHER
hashtag NN OTHER
for IN OTHER
the DT OTHER
experiment NN OTHER
, , OTHER
we PRP OTHER
use VBP OTHER
the DT OTHER
classiﬁcation NN OTHER
made VBD OTHER
by IN OTHER
Romero NNP OTHER
et NN OTHER
al NN OTHER
. . OTHER

#REF# NN OTHER
, , OTHER
where WRB OTHER
each DT OTHER
of IN OTHER
the DT OTHER
#number# JJ OTHER
most JJS OTHER
popular JJ OTHER
hashtags NNS OTHER
in IN OTHER
their PRP$ OTHER
dataset NN OTHER
was VBD OTHER
assigned VBN OTHER
to TO OTHER
a DT OTHER
category NN OTHER
such JJ OTHER
as IN OTHER
politics NNS OTHER
, , OTHER
music JJ OTHER
, , OTHER
or CC OTHER
celebrities NNS OTHER
( : OTHER
see VB OTHER
Table JJ OTHER
#number# NN OTHER
) : OTHER
. . OTHER

From IN OTHER
those DT OTHER
#number# JJ OTHER
hashtags NNS OTHER
, , OTHER
only RB OTHER
#number# -NONE- OTHER
are VBP OTHER
mentioned VBN OTHER
among IN OTHER
the DT OTHER
#number# JJ OTHER
most JJS OTHER
popular JJ OTHER
of IN OTHER
our PRP$ OTHER
dataset NN OTHER
, , OTHER
with IN OTHER
followfriday NN OTHER
being VBG OTHER
the DT OTHER
most JJS OTHER
popular JJ OTHER
with IN OTHER
#number# JJ OTHER
mentions NNS OTHER
and CC OTHER
jemi NN OTHER
the DT OTHER
least JJS OTHER
mentioned VBN OTHER
, , OTHER
with IN OTHER
only RB OTHER
#number# JJ OTHER
occurrences NNS OTHER
. . OTHER

The DT OTHER
#number# NN OTHER
remaining VBG OTHER
hashtags NNS OTHER
do VBP OTHER
not RB OTHER
appear VB OTHER
or CC OTHER
have VB OTHER
a DT OTHER
very RB OTHER
low JJ OTHER
level NN OTHER
of IN OTHER
mentions NNS OTHER
. . OTHER

This DT OTHER
is VBZ OTHER
because IN OTHER
each DT OTHER
dataset NN OTHER
was VBD OTHER
obtained VBN OTHER
on IN OTHER
diﬀerent JJ OTHER
dates NNS OTHER
. . OTHER

To TO OTHER
complete VB OTHER
the DT OTHER
topic JJ OTHER
modeling NN OTHER
, , OTHER
we PRP OTHER
looked VBD OTHER
for IN OTHER
other JJ OTHER
hashtags NNS OTHER
related VBN OTHER
with IN OTHER
the DT OTHER
main JJ OTHER
one CD OTHER
. . OTHER

For IN OTHER
the DT OTHER
#number# NN OTHER
hashtags NNS OTHER
we PRP OTHER
searched VBD OTHER
for IN OTHER
others NNS OTHER
that WDT OTHER
had VBD OTHER
a DT OTHER
co-occurrence NN OTHER
of IN OTHER
at IN OTHER
least JJS OTHER
#number# JJ OTHER
% NN OTHER
with IN OTHER
the DT OTHER
main JJ OTHER
one CD OTHER
. . OTHER

This DT OTHER
means VBZ OTHER
that IN OTHER
each DT OTHER
of IN OTHER
the DT OTHER
#number# JJ OTHER
topics NNS OTHER
is VBZ OTHER
modeled VBN OTHER
by IN OTHER
a DT OTHER
vector NN OTHER
containing VBG OTHER
the DT OTHER
main JJ OTHER
hashtag NN OTHER
and CC OTHER
others NNS OTHER
related VBN OTHER
to TO OTHER
it PRP OTHER
. . OTHER

For IN OTHER
example NN OTHER
, , OTHER
the DT OTHER
topic JJ OTHER
modeled VBN OTHER
with IN OTHER
more JJR OTHER
hasthtags NNS OTHER
was VBD OTHER
realstate JJ OTHER
, , OTHER
having VBG OTHER
other JJ OTHER
#number# NN OTHER
related VBD OTHER
hashtags NNS OTHER
. . OTHER

Over IN OTHER
#number# JJ OTHER
% NN OTHER
of IN OTHER
the DT OTHER
topics NNS OTHER
were VBD OTHER
modeled VBN OTHER
with IN OTHER
at IN OTHER
least JJS OTHER
two CD OTHER
hashtags NNS OTHER
. . OTHER

Note VB OTHER
that IN OTHER
these DT OTHER
related JJ OTHER
hashtags NNS OTHER
creates VBZ OTHER
the DT OTHER
vectors NNS OTHER
that WDT OTHER
are VBP OTHER
described VBN OTHER
in IN OTHER
Deﬁnition NN OTHER
#number# NN OTHER
. . OTHER

The DT OTHER
categories NNS OTHER
are VBP OTHER
used VBN OTHER
only RB OTHER
to TO OTHER
facilitate VB OTHER
the DT OTHER
analysis NN OTHER
of IN OTHER
the DT OTHER
results NNS OTHER
. . OTHER

We PRP OTHER
have VBP OTHER
proposed VBN OTHER
a DT OTHER
robust JJ OTHER
algorithm NN OTHER
to TO OTHER
rank VB OTHER
trendsetters NNS OTHER
, , OTHER
presenting VBG OTHER
the DT OTHER
problem NN OTHER
of IN OTHER
the DT OTHER
spread NN OTHER
of IN OTHER
an DT OTHER
innovation NN OTHER
as IN OTHER
a DT OTHER
ranking NN OTHER
problem NN OTHER
considering VBG OTHER
the DT OTHER
temporal JJ OTHER
factor NN OTHER
. . OTHER

We PRP OTHER
have VBP OTHER
also RB OTHER
presented VBN OTHER
a DT OTHER
sound NN OTHER
and CC OTHER
extensible JJ OTHER
way NN OTHER
to TO OTHER
model VB OTHER
topics NNS OTHER
and CC OTHER
inﬂuence NN OTHER
allowing VBG OTHER
to TO OTHER
run VB OTHER
this DT OTHER
algorithm NN OTHER
in IN OTHER
diﬀerent JJ OTHER
contexts NNS OTHER
. . OTHER

Although IN OTHER
we PRP OTHER
have VBP OTHER
conducted VBN OTHER
experiments NNS OTHER
only RB OTHER
on IN OTHER
Twitter NNP B-DATASET
, , OTHER
the DT OTHER
problem NN OTHER
formulation NN OTHER
makes VBZ OTHER
it PRP OTHER
possible JJ OTHER
to TO OTHER
apply VB OTHER
this DT OTHER
algorithm NN OTHER
to TO OTHER
other JJ OTHER
information NN OTHER
networks NNS OTHER
. . OTHER

We PRP OTHER
have VBP OTHER
also RB OTHER
presented VBN OTHER
an DT OTHER
innovative JJ OTHER
methodology NN OTHER
to TO OTHER
evaluate VB OTHER
our PRP$ OTHER
algorithm NN OTHER
, , OTHER
using VBG OTHER
diﬀerent JJ OTHER
types NNS OTHER
of IN OTHER
classiﬁcations NNS OTHER
such JJ OTHER
as IN OTHER
categories NNS OTHER
and CC OTHER
curve VB OTHER
shapes NNS OTHER
. . OTHER

One CD OTHER
important JJ OTHER
ﬁnding JJ OTHER
is VBZ OTHER
that IN OTHER
users NNS OTHER
with IN OTHER
high JJ OTHER
in-degree JJ OTHER
do NN OTHER
not RB OTHER
propose VB OTHER
the DT OTHER
ideas NNS OTHER
that WDT OTHER
became VBD OTHER
popular JJ OTHER
, , OTHER
as IN OTHER
usually RB OTHER
they PRP OTHER
adopt VBP OTHER
them PRP OTHER
when WRB OTHER
they PRP OTHER
are VBP OTHER
already RB OTHER
popular JJ OTHER
. . OTHER

This DT OTHER
conﬁrms NNS OTHER
the DT OTHER
importance NN OTHER
of IN OTHER
developing VBG OTHER
new JJ OTHER
techniques NNS OTHER
such JJ OTHER
as IN OTHER
T NNP OTHER
S NNP OTHER
to TO OTHER
ﬁnd JJ OTHER
the DT OTHER
users NNS OTHER
that WDT OTHER
create VB OTHER
or CC OTHER
early RB OTHER
adopt JJ OTHER
these DT OTHER
trends NNS OTHER
. . OTHER

This DT OTHER
appear NN OTHER
to TO OTHER
be VB OTHER
critical JJ OTHER
in IN OTHER
topics NNS OTHER
related VBN OTHER
with IN OTHER
celebrities NNS OTHER
, , OTHER
music JJ OTHER
, , OTHER
idioms NNS OTHER
and CC OTHER
politics NNS OTHER
. . OTHER

The DT OTHER
results NNS OTHER
presented VBD OTHER
in IN OTHER
Section NN OTHER
#number# NN OTHER
highlight NN OTHER
two CD OTHER
important JJ OTHER
advantages NNS OTHER
of IN OTHER
T NNP OTHER
S NNP OTHER
over IN OTHER
other JJ OTHER
algorithms NNS OTHER
. . OTHER

First NNP OTHER
, , OTHER
the DT OTHER
possibility NN OTHER
to TO OTHER
ﬁnd JJ OTHER
a DT OTHER
big JJ OTHER
fraction NN OTHER
of IN OTHER
trendsetters NNS OTHER
requiring VBG OTHER
only RB OTHER
the DT OTHER
ﬁrst JJ OTHER
#number# NN OTHER
% NN OTHER
of IN OTHER
trend NN OTHER
adopters NNS OTHER
, , OTHER
something NN OTHER
very RB OTHER
useful JJ OTHER
in IN OTHER
realtime NN OTHER
scenarios NNS OTHER
. . OTHER

Second JJ OTHER
, , OTHER
the DT OTHER
diﬀerences NNS OTHER
in IN OTHER
the DT OTHER
behavior NN OTHER
along IN OTHER
the DT OTHER
time NN OTHER
of IN OTHER
T NNP OTHER
S NNP OTHER
against IN OTHER
P NNP OTHER
R NNP OTHER
results NNS OTHER
could MD OTHER
be VB OTHER
explained VBN OTHER
because IN OTHER
when WRB OTHER
nodes NNS OTHER
with IN OTHER
a DT OTHER
high JJ OTHER
in-degree JJ OTHER
adopt NN OTHER
a DT OTHER
trend NN OTHER
late NN OTHER
, , OTHER
the DT OTHER
time NN OTHER
decay NN OTHER
function NN OTHER
reduces NNS OTHER
their PRP$ OTHER
impact NN OTHER
in IN OTHER
the DT OTHER
ﬁnal JJ OTHER
rank NN OTHER
. . OTHER

In IN OTHER
future JJ OTHER
work NN OTHER
, , OTHER
using VBG OTHER
machine NN OTHER
learning VBG OTHER
techniques NNS OTHER
we PRP OTHER
will MD OTHER
compare VB OTHER
the DT OTHER
trendsetters NNS OTHER
with IN OTHER
